id,SFA,lib,EAN,qty,Factory Price,Group Price,RETAIL,RETAIL_US
918,Creoles,"LARA AR - PRESTA JAMES Argent doré ",3666023008545,4,"22,33",67,180,270
1313,Collier,"KIM black Argent doré or fin ",3666023012252,1,36,108,295,420
1723,Bague,"COEUR SIMPLE Argent doré or fin 51",3666023016281,1,"7,06",50,120,200
1724,Bague,"COEUR SIMPLE Argent doré or fin 53",3666023016298,1,"7,06",50,120,200
1729,Bague,"HEARTIE Diamant 51",3666023016335,1,"20,20",62,170,240
1730,Bague,"HEARTIE Diamant 53",3666023016342,1,"20,20",62,170,240
1744,Bague,"GITANE rubis turquoise diam 51",3666023016489,1,"28,63",94,255,370
1745,Bague,"GITANE rubis turquoise diam 53",3666023016496,1,"28,63",94,255,370
1754,Bague,"KRISS Turquoise 51",3666023016588,1,"36,19",120,325,470
2093,"Boucles d'oreilles","WILMA  diam on GS ",3666023019961,1,"35,00",150,405,590
2507,Emballage,"Sac Shopper Small Noir-Black ",3666023023999,-1,"0,82",0,0,0
2713,Emballage,"BOITE SMALL black gold-black gold ",3666023025931,-19,"0,46",1,3,10
2714,Emballage,"BOITE LARGE black gold-black gold ",3666023025948,7,"0,80",0,0,0
2767,Collier,"JIM turquoise ",3666023026471,1,"26,88",85,230,330
2812,Bague,"EDNA Quartz rutile 55",3666023026921,1,"33,21",105,285,410
3117,Collier,"MAYOU TURQ. or 14K turquoise ",3666023029670,1,"55,80",155,420,600
3205,Emballage,"BOITE MEDIUM black gold-black gold ",3666023030331,-23,"0,57",2,5,10
3316,Creoles,"HOBI Argent Oxydé - Or 14k - Diamant ",3666023031321,2,"123,05",370,995,1440
3596,"Boucles d'oreilles","WYLL or 14K diamant ",3666023033844,1,"69,96",235,630,920
3791,Bague,"JAY XL Or 14k 51",3666023035688,1,"97,48",293,790,1140
3792,Bague,"JAY XL Or 14k 53",3666023035695,3,"97,48",293,790,1140
3793,Bague,"JAY XL Or 14k 55",3666023035701,1,"97,48",293,790,1140
3794,Bracelet,"BYRON Or 14k - Diamant ",3666023035718,1,"410,39",1328,3590,5180
3796,Collier,"DALE Topaze ",3666023035732,1,"195,92",752,2030,2930
3822,Bague,"BETA Argent doré or fin 51",3666023035978,1,"54,36",164,440,640
3823,Bague,"BETA Argent doré or fin 53",3666023035985,2,"54,36",164,440,640
3824,Bague,"BETA Argent doré or fin 55",3666023035992,1,"54,36",164,440,640
3826,Bague,"BETA Burnt Grey 53",3666023036012,1,"54,36",164,440,640
3844,"Boucles d'oreilles","OTIS Or 14k - saphir ",3666023036197,1,"51,89",157,425,610
4092,"Boucles d'oreilles","DYE 2 Argent doré or fin ",3666023038610,2,"22,11",72,190,280
4093,"Boucles d'oreilles","DYE 2 Burnt Grey ",3666023038627,1,"22,11",72,190,280
4241,"Boucles d'oreilles","KAD D. Argent Oxydé - Or 14k - Diamant ",3666023040019,1,"160,78",355,960,1380
4341,"Boucles d'oreilles","BUMA LAPIS Lapis lazuli ",3666023040835,1,"36,76",116,310,450
4420,Collier,"KAORU 2 Vermeil - Or 14k - multi ",3666023041559,1,"54,70",197,530,770
4422,Collier,"JOJO Argent Oxydé - Or 14k - Diamant ",3666023041573,1,"164,69",485,1310,1890
4475,Collier,"MINI LOOP Pierre de Lune ",3666023042075,1,"13,81",45,120,180
4728,Bague,"VICTORIA XL  Argent Oxydé - Or 14k 51",3666023044536,1,"262,14",715,1930,2790
4729,Bague,"VICTORIA XL  Argent Oxydé - Or 14k 53",3666023044543,2,"262,14",715,1930,2790
4730,Bague,"VICTORIA XL  Argent Oxydé - Or 14k 55",3666023044550,1,"262,14",715,1930,2790
4865,"Boucles d'oreilles","FIVE SPI Or 14k ",3666023045830,1,"164,66",660,1780,2570
4867,Collier,"ARETHA Argent Oxydé - Or 14k - Diamant ",3666023045854,2,"453,35",1585,4280,6180
4868,Collier,"ANGIE blue Or 14k ",3666023045861,1,"349,07",995,2690,3880
4878,Collier,"SUZAN L Argent doré or fin ",3666023045960,1,"44,12",145,390,570
5147,Collier,"ANGIE WHITE Or 14k ",3666023048626,1,"354,70",1015,2740,3960
5181,Bague,"DOUBLE EMER N°2 2,4CT T53 Or 14k ",3666023048923,1,"248,43",935,2520,3650
5366,Bague,"CIT RING Argent doré or fin 51",3666023050728,1,"41,53",110,300,430
5367,Bague,"CIT RING Argent doré or fin 53",3666023050735,1,"41,53",110,300,430
5368,Bague,"CIT RING Argent doré or fin 55",3666023050742,1,"41,53",110,300,430
5416,Bague,"WHITE AQUA RING Or 14k 55",3666023051138,1,"240,27",841,2270,3280
5422,Bague,"RUBY n°2 Or 14k ",3666023051190,1,"241,99",845,2280,3300
5676,"Boucles d'oreilles","JAKIE emer Or 14k - emerald ",3666023053644,1,"126,41",435,1170,1700
5750,"Boucles d'oreilles","JAKIE D. Or 14k - Diamant ",3666023054344,1,"159,12",480,1300,1870
5774,"Boucles d'oreilles","MALO short  Or 14k - emerald ",3666023054535,1,"242,56",810,2190,3160
5805,Collier,"MALO  Or 14k - emerald ",3666023054825,1,"152,31",380,1030,1480
5813,Collier,"MAXY D Argent doré ",3666023054900,1,"39,09",115,310,450
5871,"Boucles d'oreilles","MALO long Argent Oxydé - Or 14k ",3666023055471,1,"344,45",1165,3150,4540
5927,"Boucle d'oreille","SCOTT blue (ONE)* Or 14k ",3666023055976,1,"157,62",375,1010,1460
5928,"Boucle d'oreille","SCOTT WHITE (ONE)* Or 14k ",3666023055983,1,"163,07",460,1240,1790
5932,Collier,"SCOTTY WHITE * Or 14k - saphir ",3666023056010,1,"163,99",480,1300,1870
5961,Bague,"MALO  Or 14k - emerald 51",3666023056256,1,"173,58",660,1780,2570
5962,Bague,"MALO  Or 14k - emerald 53",3666023056263,2,"173,58",660,1780,2570
5963,Bague,"MALO  Or 14k - emerald 55",3666023056270,1,"173,58",660,1780,2570
6148,Collier,"MALLORY  Or 14k - Tourmaline ",3666023057970,1,"135,32",640,1730,2500
6149,"Boucles d'oreilles","JOJO  Argent Oxydé - Or 14k - Diamant ",3666023057987,1,"323,23",775,2090,3030
6326,"Boucles d'oreilles","NOLAN Or 14k ",3666023059592,1,"139,32",298,805,1160
6343,Bracelet,"GIL Argent doré or fin ",3666023059745,1,"31,72",56,155,220
6411,Bague,"PHILO Argent doré or fin 51",3666023060369,1,"49,03",148,400,580
6412,Bague,"PHILO Argent doré or fin 53",3666023060376,2,"49,03",148,400,580
6413,Bague,"PHILO Argent doré or fin 55",3666023060383,1,"49,03",148,400,580
6422,"Boucles d'oreilles","ENZO Argent doré or fin ",3666023060475,1,"50,33",180,490,700
6426,Collier,"EMILIO Argent doré or fin ",3666023060512,1,"28,06",99,270,390
6428,Bague,"PETER Argent doré or fin 53",3666023060536,1,"66,30",200,540,780
6429,Bague,"PETER Argent doré or fin 55",3666023060543,1,"66,30",200,540,780
6480,Bague,"LEO Or 14k - Diamant 51",3666023061045,1,"207,17",403,1090,1570
6481,Bague,"LEO Or 14k - Diamant 53",3666023061052,1,"207,17",403,1090,1570
6482,Bague,"LEO Or 14k - Diamant 55",3666023061069,1,"207,17",403,1090,1570
6489,Collier,"JUDD Edition Limitée Argent doré or ",3666023061137,1,"67,41",250,670,975
6511,"Boucle d'oreille","SCOTT pink * Or 14k ",3666023061342,1,"116,36",390,1050,1520
6557,Collier,"JON Argent doré or fin ",3666023061809,1,"65,26",200,540,780
6560,"Boucles d'oreilles","ROY Argent doré or fin ",3666023061830,1,"51,83",170,460,670
6565,Bague,"JED Argent doré or fin 51",3666023061878,1,"25,16",80,220,310
6566,Bague,"JED Argent doré or fin 53",3666023061885,1,"25,16",80,220,310
6567,Bague,"JED Argent doré or fin 55",3666023061892,1,"25,16",80,220,310
6571,Bague,"CORY Or 14k - aigue marine 51",3666023061939,1,"142,94",250,680,980
6572,Bague,"CORY Or 14k - aigue marine 53",3666023061946,1,"142,94",250,680,980
6573,Bague,"CORY Or 14k - aigue marine 55",3666023061953,1,"142,94",250,680,980
6581,Collier,"KERRY Or 14k ",3666023062035,1,"80,03",255,690,1000
6582,Collier,"SIMON Or 14k - Diamant ",3666023062042,1,"114,63",505,1360,1970
6583,Collier,"VIC Or 14k - citrine ",3666023062059,1,"224,78",625,1690,2440
6584,Collier,"IAN Argent doré ",3666023062066,1,"33,05",110,300,430
6618,Bracelet,"JANICE Argent doré or fin ",3666023062400,2,"35,19",95,260,370
6632,Bracelet,"CADET Argent doré ",3666023062547,1,"52,77",204,550,800
6653,Bracelet,"GAIL jaspe Argent doré or fin ",3666023062752,1,"71,62",220,590,860
6654,Collier,"HAWK jaspe Argent doré or ",3666023062769,1,"66,93",200,540,780
6688,Bague,"AZUR n°3 T57 Argent Oxydé - Or 14k - Diamant ",3666023063094,1,"328,56",985,2660,3850
6689,Bague,"ANN (T55) Argent Oxydé - Or 14k - Diamant ",3666023063100,1,"343,09",1030,2780,4310
6698,Bracelet,"GAIL turquoise Argent doré or fin ",3666023063193,1,"74,62",219,590,860
6699,Collier,"HAWK turquoise Argent doré or ",3666023063209,1,"69,89",200,540,780
6821,"Boucles d'oreilles","FLORA AQUA long  Or 14k - saphir ",3666023064398,1,"258,55",660,1780,2570
6825,"Boucles d'oreilles","PAOLA 33 Or 14k ",3666023064435,1,"254,92",730,1970,2850
6828,Collier,"FLORA MORGA Or 14k - Morganite ",3666023064466,1,"82,84",235,630,920
6830,Collier,"FLORA BLUE Or 14k - saphir ",3666023064480,1,"86,37",260,700,1010
6855,"Boucles d'oreilles","26F Or 14k ",3666023064718,2,"123,65",435,1170,1700
6878,"Boucles d'oreilles","FLORA MORGA Or 14k - Morganite ",3666023064947,1,"122,89",330,890,1290
6879,"Boucles d'oreilles","FLORA BLUE Or 14k - saphir ",3666023064954,1,"140,90",390,1050,1520
6887,Bracelet,"ELLIE D. Or 14k - Diamant ",3666023065036,1,"330,24",890,2400,3470
6893,"Boucles d'oreilles","ARY Argent doré or fin ",3666023065098,1,"45,45",140,380,550
6895,Bague,"JAKIE RING  Or 14k - Diamant 51",3666023065111,1,"182,73",595,1610,2320
6896,Bague,"JAKIE RING  Or 14k - Diamant 53",3666023065128,1,"182,73",595,1610,2320
6897,Bague,"JAKIE RING  Or 14k - Diamant 55",3666023065135,1,"182,73",595,1610,2320
6898,Bague,"BAND Or 14k - Diamant 51",3666023065142,1,"288,17",840,2270,3280
6899,Bague,"BAND Or 14k - Diamant 53",3666023065159,1,"288,17",840,2270,3280
6900,Bague,"BAND Or 14k - Diamant 55",3666023065166,1,"288,17",840,2270,3280
6906,Bague,"EKI GOLD Or 14k 51",3666023065227,1,"145,10",350,790,1370
6907,Bague,"EKI GOLD Or 14k 53",3666023065234,1,"145,10",350,790,1370
6908,Bague,"EKI GOLD Or 14k 55",3666023065241,1,"145,10",350,790,1370
7013,"Boucles d'oreilles","TRILO* Or 14k - citrine ",3666023066279,2,"45,72",140,380,550
7014,Collier,"BLONDIE* Or 14k - citrine ",3666023066286,1,"74,00",192,520,750
7015,"Boucles d'oreilles","BLONDIE **  Or 14k - citrine ",3666023066293,1,"97,03",260,700,1010
7017,Collier,"SILOE* Or 14k - Diamant ",3666023066316,1,"155,73",410,1110,1600
7021,"Boucles d'oreilles","101M Or 14k ",3666023066354,1,"154,37",550,1490,2150
7045,Bague,"ANJO G. Diamant 51",3666023066590,1,"145,42",460,1240,1790
7046,Bague,"ANJO G. Diamant 53",3666023066606,1,"145,42",460,1240,1790
7047,Bague,"ANJO G. Diamant 55",3666023066613,1,"145,42",460,1240,1790
7048,"Boucles d'oreilles","JAKIE LONG Or 14k ",3666023066620,1,"232,28",665,1800,2590
7077,Bracelet,"DANY GS Argent doré or ",3666023066897,1,"127,46",385,1040,1500
7079,Collier,"SHELL KAMI Or 14k ",3666023066910,1,"78,55",240,650,940
7082,Collier,"ERISA BAMBOU Or 14k pink yellow sapphire ",3666023066941,1,"66,21",180,490,700
7083,Collier,"ERISA BAMBOU Or 14k sapphire multico ",3666023066958,1,"66,21",180,490,700
7100,Collier,"SHELL IZUMI 4 Or 14k ",3666023067122,1,"112,65",335,900,1310
7113,Bague,"GWEN PINK*  pink sapphire 51",3666023067238,1,"28,81",95,260,370
7114,Bague,"GWEN PINK*  pink sapphire 53",3666023067245,1,"28,81",95,260,370
7115,Bague,"GWEN PINK*  pink sapphire 55",3666023067252,1,"28,81",95,260,370
7119,"Boucles d'oreilles","LIAM* Argent doré or ",3666023067290,2,"56,73",155,420,600
7120,Collier,"JEF* diam on BS ",3666023067306,1,"32,29",96,260,370
7122,Collier,"JEF* diam on GS ",3666023067320,1,"32,29",96,260,370
7127,Bague,"ELIJAH Black* diam on BS 51",3666023067351,2,"39,86",115,310,450
7128,Bague,"ELIJAH Black* diam on BS 53",3666023067368,1,"39,86",115,310,450
7129,Bague,"ELIJAH Black* diam on BS 55",3666023067375,1,"39,86",115,310,450
7131,Bague,"ELIJAH Gold*  diam on GS 51",3666023067382,1,"39,86",115,310,450
7132,Bague,"ELIJAH Gold*  diam on GS 53",3666023067399,1,"39,86",115,310,450
7133,Bague,"ELIJAH Gold*  diam on GS 55",3666023067405,1,"39,86",115,310,450
7138,"Boucles d'oreilles","BEA 3 DOT* Argent doré ",3666023067450,2,"22,34",70,190,270
7140,"Boucles d'oreilles","BEA 3XL* Argent doré ",3666023067474,1,"39,46",120,320,470
7142,Bracelet,"JANE M DOT* Argent doré ",3666023067498,1,"39,05",105,280,410
7143,Bracelet,"JANE L DOT* Argent doré ",3666023067504,1,"37,93",105,280,410
7146,Collier,"JANIE L DOT* Argent doré ",3666023067535,1,"79,40",235,630,920
7151,"Boucles d'oreilles","Jenna Black* diam on BS ",3666023067580,2,"111,47",300,810,1170
7152,"Boucles d'oreilles","Jenna Gold*  diam on GS ",3666023067597,1,"111,47",300,810,1170
7156,Bague,"WILD Black* diam on BS 51",3666023067627,1,"30,78",90,240,350
7157,Bague,"WILD Black* diam on BS 53",3666023067634,1,"30,78",90,240,350
7158,Bague,"WILD Black* diam on BS 55",3666023067641,1,"30,78",90,240,350
7160,Bague,"WILD Gold* diam on GS 51",3666023067658,1,"28,13",90,240,350
7161,Bague,"WILD Gold* diam on GS 53",3666023067665,1,"28,13",90,240,350
7162,Bague,"WILD Gold* diam on GS 55",3666023067672,1,"28,13",90,240,350
7169,Bracelet,"EARLY* Argent doré or fin ",3666023067740,1,"140,40",440,1190,1720
7176,Bracelet,"MAE D* Diamant ",3666023067788,1,"177,12",480,1300,1870
7177,Bracelet,"MAE T* Turquoise ",3666023067795,1,"187,48",405,1090,1580
7178,"Boucles d'oreilles","LIBY T* Turquoise ",3666023067801,2,"32,10",95,260,370
7182,Bracelet,"Gege D* Diamant ",3666023067849,1,"33,96",92,250,360
7184,Bracelet,"FUNK T* Turquoise ",3666023067863,1,"52,75",160,430,620
7185,"Boucles d'oreilles","TINY D* Diamant ",3666023067870,2,"35,04",95,260,370
7187,Collier,"MIMI* Argent doré or fin ",3666023067894,2,"30,37",90,240,350
7188,Collier,"MANU* D Diamant ",3666023067900,1,"33,03",90,240,350
7189,Collier,"MANU* T Turquoise ",3666023067917,1,"29,45",90,240,350
7190,Collier,"CHANCE* Diamant ",3666023067924,2,"84,75",265,720,1030
7191,"Boucles d'oreilles","LOOK* diam on BS ",3666023067931,1,"32,69",105,280,410
7192,Bracelet,"Gege T*  Turquoise ",3666023067948,1,"29,10",92,250,360
7193,"Boucles d'oreilles","PILLI 3* diam on BS ",3666023067955,1,"38,57",130,350,510
7194,"Boucles d'oreilles","PILLI 3* diam on GS ",3666023067962,2,"38,57",130,350,510
7195,"Boucles d'oreilles","CROSS T* Turquoise ",3666023067979,1,"29,75",90,240,350
7196,"Boucles d'oreilles","CROSS D* diam on BS ",3666023067986,2,"33,28",100,270,390
7197,"Boucles d'oreilles","LAKE D* Argent doré or fin ",3666023067993,1,"111,73",325,880,1270
7198,"Boucles d'oreilles","LAKE T* Argent doré or fin ",3666023068006,1,"103,63",300,810,1170
7199,Collier,"Mini pho X* diam on BS ",3666023068013,2,"22,61",75,200,290
7200,Collier,"Mini pho eye* diam on BS ",3666023068020,1,"22,93",75,200,290
7201,Collier,"Mini pho X* T Turquoise ",3666023068037,1,"22,61",75,200,290
7202,Collier,"ARNO small GS* Argent doré or fin ",3666023068044,1,"28,16",85,230,330
7203,Collier,"ARNO small BS* Argent doré or fin ",3666023068051,1,"28,76",85,230,330
7204,Collier,"ARNO Large GS* Argent doré or fin ",3666023068068,2,"61,10",185,495,720
7205,Collier,"ARNO Large BS* Argent doré or fin ",3666023068075,1,"60,19",185,495,720
7212,Bague,"MARILOU black* diam on BS 51",3666023068143,1,"58,56",190,510,740
7213,Bague,"MARILOU black* diam on BS 53",3666023068150,1,"58,56",190,510,740
7214,Bague,"MARILOU black* diam on BS 55",3666023068167,1,"58,56",190,510,740
7215,Bague,"MARILOU gold* diam on GS 51",3666023068174,1,"58,56",190,510,740
7216,Bague,"MARILOU gold* diam on GS 53",3666023068181,1,"58,56",190,510,740
7217,Bague,"MARILOU gold* diam on GS 55",3666023068198,1,"58,56",190,510,740
7224,Bague,"COME Black*  diam on BS 53",3666023068242,1,"41,62",135,360,530
7225,Bague,"COME Black*  diam on BS 55",3666023068259,1,"41,62",135,360,530
7227,Collier,"MINI LOVE* Argent Oxydé - Or 14k - Diamant ",3666023068273,1,"305,54",740,2000,2890
7228,Collier,"LOVE* Argent Oxydé - Or 14k - Diamant ",3666023068280,1,"589,78",1530,4130,5970
7229,"Boucles d'oreilles","FINN EME* Or 14k - emerald ",3666023068297,2,"138,21",440,1190,1720
7230,"Boucles d'oreilles","FINN GARNET* Or 14k - garnet ",3666023068303,1,"143,65",410,1110,1600
7243,Bague,"AILE **  Argent Oxydé - Or 14k - Diamant 51",3666023068396,1,"122,17",365,990,1420
7244,Bague,"AILE **  Argent Oxydé - Or 14k - Diamant 53",3666023068402,1,"122,17",365,990,1420
7245,Bague,"AILE **  Argent Oxydé - Or 14k - Diamant 55",3666023068419,1,"122,17",365,990,1420
7249,Collier,"GARY* Argent Oxydé - Or 14k ",3666023068457,1,"185,92",445,1200,1740
7250,"Boucles d'oreilles","SUN* or 14K diamant ",3666023068464,2,"32,87",100,270,390
7251,Collier,"BLUES* Or 14k blue grey sapphire ",3666023068471,1,"68,14",220,590,860
7261,Bague,"BLONDIE * Or 14k - citrine 51",3666023068556,1,"76,48",185,500,720
7262,Bague,"BLONDIE * Or 14k - citrine 53",3666023068563,2,"76,48",185,500,720
7263,Bague,"BLONDIE * Or 14k - citrine 55",3666023068570,2,"76,48",185,500,720
7265,Bague,"VIVIAN **  Or 14k - emerald 51",3666023068587,1,"146,81",315,850,1230
7270,Bague,"VAL* Or 14k - emerald 53",3666023068624,1,"83,81",255,690,990
7277,"Boucles d'oreilles","TINA* Or 14k ",3666023068693,1,"30,53",80,220,310
7278,"Boucles d'oreilles","ANGELA 12 ** Or 14k ",3666023068709,2,"78,55",210,570,820
7281,Creoles,"Aya **  or 14K ",3666023068730,1,"165,64",335,900,1310
7283,Collier,"MOON* Or 14k - crystal  ",3666023068754,1,"167,02",445,1200,1740
7288,Collier,"DODDIE* neck Or 14k - pearl ",3666023068792,1,"60,55",170,460,660
7289,"Boucles d'oreilles","DODDIE* Earring Or 14k - pearl ",3666023068808,2,"71,61",255,690,990
7298,"Boucles d'oreilles","CINDY D.* Or 14k - Diamant ",3666023068891,1,"36,22",95,260,370
7300,"Boucles d'oreilles","CINDY E.* Or 14k - emerald ",3666023068914,1,"34,33",95,260,370
7302,Bague,"Aimi* Or 14k 51",3666023068921,1,"51,17",105,280,410
7303,Bague,"Aimi* Or 14k 53",3666023068938,1,"51,17",105,280,410
7311,Collier,"Benny black* Argent Oxydé - Or 14k ",3666023069003,2,"97,13",295,800,1150
7315,"Boucles d'oreilles","LESLIE* Argent Oxydé - Or 14k ",3666023069041,1,"151,83",335,900,1310
7316,Collier,"ARTIE* Argent Oxydé - Or 14k - Diamant ",3666023069058,1,"70,25",180,490,700
7317,"Boucles d'oreilles","ARTE* Argent Oxydé - Or 14k - Diamant ",3666023069065,1,"61,52",230,620,900
7318,Collier,"FELIX R.* Or 14k - rubis ",3666023069072,3,"75,72",230,620,900
7319,"Boucles d'oreilles","EMMY* Argent Oxydé - Or 14k ",3666023069089,1,"129,15",325,880,1270
7324,Collier,"HEARTY* Argent Oxydé - Or 14k ",3666023069133,1,"173,39",385,1040,1500
7325,Collier,"TOM* Argent Oxydé - Or 14k ",3666023069140,1,"94,94",235,630,920
7330,Bague,"GALY* Argent Oxydé - Or 14k 53",3666023069188,1,"118,12",292,790,1140
7331,Bague,"GALY* Argent Oxydé - Or 14k 55",3666023069195,1,"118,12",292,790,1140
7334,"Boucles d'oreilles","ISA black* Or 14k ",3666023069225,1,"76,40",240,650,940
7335,"Boucles d'oreilles","ISA white* Or 14k ",3666023069232,1,"73,44",240,650,940
7338,Bague,"BOBBIE* Argent Oxydé - Or 14k 53",3666023069256,1,"67,40",175,470,680
7339,Bague,"BOBBIE* Argent Oxydé - Or 14k 55",3666023069263,1,"67,40",175,470,680
7341,Bague,"EKI* Argent Oxydé - Or 14k 51",3666023069270,1,"37,46",85,230,330
7342,Bague,"EKI* Argent Oxydé - Or 14k 53",3666023069287,2,"37,46",85,230,330
7343,Bague,"EKI* Argent Oxydé - Or 14k 55",3666023069294,1,"37,46",85,230,330
7346,Bague,"HOCHU* Argent Oxydé - Or 14k - Diamant 53",3666023069317,1,"84,72",230,620,900
7347,Bague,"HOCHU* Argent Oxydé - Or 14k - Diamant 55",3666023069324,1,"84,72",230,620,900
7351,Bague,"HUBE **  Argent Oxydé - Or 14k 53",3666023069348,1,"59,85",175,470,680
7352,Bague,"HUBE **  Argent Oxydé - Or 14k 55",3666023069355,1,"59,85",175,470,680
7358,Bague,"ALEX black* Argent Oxydé - Or 14k - Diamant 51",3666023069416,1,"71,02",240,650,940
7360,Bague,"ALEX black* Argent Oxydé - Or 14k - Diamant 55",3666023069430,1,"71,02",240,650,940
7369,Bracelet,"KHANY **  Or 14k ",3666023069508,2,"229,70",700,1890,2730
7370,"Boucles d'oreilles","KHAN S **  Or 14k ",3666023069515,1,"123,00",320,860,1250
7378,Bague,"RAJA Black* diam on BS 51",3666023069577,2,"26,81",80,220,310
7379,Bague,"RAJA Black* diam on BS 53",3666023069584,2,"26,81",80,220,310
7380,Bague,"RAJA Black* diam on BS 55",3666023069591,1,"26,81",80,220,310
7382,Bague,"RAJA Gold* diam on GS 51",3666023069607,1,"26,81",80,220,310
7383,Bague,"RAJA Gold* diam on GS 53",3666023069614,2,"26,81",80,220,310
7384,Bague,"RAJA Gold* diam on GS 55",3666023069621,2,"26,81",80,220,310
7386,Bague,"NAEL D* diam on BS 51",3666023069638,1,"30,57",95,260,370
7387,Bague,"NAEL D* diam on BS 53",3666023069645,1,"30,57",95,260,370
7388,Bague,"NAEL D* diam on BS 55",3666023069652,1,"30,57",95,260,370
7390,Bague,"NAEL T.* turquoise 51",3666023069669,1,"28,69",95,260,370
7391,Bague,"NAEL T.* turquoise 53",3666023069676,2,"28,69",95,260,370
7392,Bague,"NAEL T.* turquoise 55",3666023069683,1,"28,69",95,260,370
7394,Bague,"Glen Black* diam on BS 51",3666023069690,1,"47,50",145,390,570
7395,Bague,"Glen Black* diam on BS 53",3666023069706,2,"47,50",145,390,570
7396,Bague,"Glen Black* diam on BS 55",3666023069713,1,"47,50",145,390,570
7398,Bague,"Glen Gold* diam on GS 51",3666023069720,1,"52,03",145,390,570
7399,Bague,"Glen Gold* diam on GS 53",3666023069737,1,"52,03",145,390,570
7400,Bague,"Glen Gold* diam on GS 55",3666023069744,2,"52,03",145,390,570
7402,Bague,"FOLK** D   Diamant 51",3666023069751,1,"47,50",140,380,550
7403,Bague,"FOLK** D   Diamant 53",3666023069768,1,"47,50",140,380,550
7404,Bague,"FOLK** D   Diamant 55",3666023069775,1,"47,50",140,380,550
7406,Bague,"FOLK T** Turquoise 51",3666023069782,1,"43,98",130,350,510
7407,Bague,"FOLK T** Turquoise 53",3666023069799,1,"43,98",130,350,510
7412,Bague,"BLUES* Or 14k - saphir 51",3666023069829,1,"77,49",230,620,900
